,0,1,2,3,4
0,0.0,0.03442301880859727,0.050728984450070264,0.03172771897284826,0.0
1,0.0,0.03322962223627135,0.05003963865032463,0.03145619828647694,0.0
2,0.019594013281287976,0.02107562036834045,0.04375111074516345,0.02403385796559927,0.0
3,0.005857335852155353,0.02291917042172567,0.03833434011725815,0.012114067149003033,0.0
4,0.009584301152698257,0.024231631491645787,0.03059171532214201,0.007383329808718246,0.0
5,0.012627264607619903,0.02321065934280984,0.029074341620160007,0.0010006880403322508,0.0
6,0.013555294767029658,0.02209214864953277,0.024957201559466256,0.0,0.0
7,0.0013753691484756842,0.026281290806818933,0.01949759487381914,0.0,0.0
8,0.023209656955235206,0.033424884722247396,0.008084063759110416,0.0,0.0
9,0.0,0.023391393191966904,0.010861528268519407,0.0,0.0
10,0.02128811401201905,0.01412588891399349,0.013718729929484325,0.0,0.0
11,0.003764252304137109,0.019920114107833405,0.013576291566369747,0.0,0.0
12,0.011266524011458875,0.016934582540260847,0.006510972578253942,0.0,0.0
13,0.0,0.022167975659929638,0.0047590591240560046,0.0,0.0
14,0.0001421984991227935,0.02119390085297125,0.00553398146652266,0.0,0.0
15,0.008553112555256396,0.016001741982922955,0.00441764792473283,0.0,0.0
16,0.011232397226554064,0.01706676441092204,0.0037031675354851946,0.0,0.00012534528997678403
17,0.0,0.0208977442660318,0.0041810650976683,0.0,8.172155489695232e-06
18,0.006315476060055388,0.018309149879952007,0.0019809290393940364,0.0,0.00017899934255476182
19,0.0015576818148299956,0.018786217964274127,0.000978665385722766,0.0,0.001963601161193066
20,0.00681812782858154,0.015050905362749318,0.0009939147940815195,0.0,0.0
21,0.008256725927531055,0.014327376383842632,0.00046175303467856343,0.0,7.687161297960757e-05
22,0.006681596055041891,0.01310309144905375,5.328294949100722e-05,0.0,0.0008476251451508878
23,0.00803552843925804,0.012113500749973928,0.00046111577599797156,0.0,0.0011107967177131327
24,0.008298192508775733,0.011620914282159127,0.0,0.0,0.0013559989883748082
25,0.00668925592892397,0.012009788143539289,5.064848947705644e-05,0.0,0.0019641339480931685
26,0.008747423203146894,0.010983784801558026,0.00099459771902655,0.0,0.0015507326008034697
27,0.007713269316527601,0.011312070960655835,0.0008241708064177175,0.0,0.0020552989811290574
28,0.003022332904061389,0.005026978687452773,0.0038421641148770093,0.0,0.0016781960872621076
29,0.001933997916965594,0.002767339252668514,0.004160844401815752,0.0,0.0015110148043506692
30,0.007710832808313601,0.010638145006226946,0.0007183398929971351,0.0,0.0016782261498350323
31,0.0007491099744219977,0.015217678407273791,0.0009056876492822672,0.0,0.0012644535210182505
32,0.0,0.014738909617801426,0.0010309151476269698,0.0,0.0013236413067437963
33,0.0066300763960958214,0.0139548568565925,0.0,0.0,0.0014393108692902284
34,0.00655151430333559,0.0149174320428942,0.003096814982786938,0.0,0.0002295973972103028
35,0.009521084476557232,0.01240710175562709,0.0015044533351041228,0.0,5.701738351130244e-05
36,0.006185965596559361,0.01160538254155075,5.602125865768496e-06,0.0,0.0
37,0.0,0.01246825466772877,0.0,0.0,0.0
38,0.0,0.011705117222978425,0.0,0.0,0.0
39,0.0,0.0031602484721847198,0.0019668920367705263,0.0,0.0
40,0.0,0.012454313335145035,0.0,0.0,0.0
41,0.00039304605677545893,0.014228135062252055,0.0,0.0,0.0
42,0.0,0.0033860627698376407,0.0027984188612331083,0.0,0.0
43,0.007575704187467283,0.011540077194720555,0.0,0.0,0.0
44,0.005537161477699072,0.012924489934223508,0.0,0.0,0.0
45,0.0003412058748059056,0.013724805441527693,0.0,0.0,0.0
46,0.0,0.01546545481467423,0.0,0.0,0.0
47,0.0,0.01426638046554421,0.0,0.0,0.0
48,0.0,0.015184711107083092,0.0,0.0,0.0
49,0.009581796775566236,0.01176621694360202,0.00024334005956254897,3.5339084977494136e-06,0.00013638439626522381
50,0.01090529862072127,0.01049729739423621,0.00020403560801239958,0.0007223353623196869,0.0003331217753413677
51,0.006074317243103002,0.01092423420663503,0.0008498013219371764,0.00015599889547472,0.0009101454514431906
52,0.0010083343235445853,0.00862890040684804,0.0009473422048269411,0.0014072636031084217,0.0007868784203006427
53,0.0,0.004920005634890678,0.0025215752743776338,0.001073739803628129,0.0011650610693220425
